plan_id,sku_id,planned_date,planned_quantity,actual_produced_quantity,machine_id
PLAN-00001327,SKU-FLO-010,2023-07-02,25461,24548,M6
PLAN-00001328,SKU-FLO-010,2023-07-09,26614,28903,M5
PLAN-00001329,SKU-FLO-010,2023-07-16,24096,25378,M5
PLAN-00001330,SKU-FLO-010,2023-07-23,24168,24267,M2
PLAN-00001331,SKU-FLO-010,2023-07-30,23727,22339,M2
PLAN-00001332,SKU-FLO-010,2023-08-06,23331,21287,M6
PLAN-00001333,SKU-FLO-010,2023-08-13,23254,20637,M3
PLAN-00001334,SKU-FLO-010,2023-08-20,26286,29679,M1
PLAN-00001335,SKU-FLO-010,2023-08-27,28106,31901,M5
PLAN-00001336,SKU-FLO-010,2023-09-03,25373,25265,M6
PLAN-00001337,SKU-FLO-010,2023-09-10,25699,24119,M5
PLAN-00001338,SKU-FLO-010,2023-09-17,25302,25361,M1
PLAN-00001339,SKU-FLO-010,2023-09-24,22398,26907,M6
PLAN-00001340,SKU-FLO-010,2023-10-01,24763,25627,M5
PLAN-00001341,SKU-FLO-010,2023-10-08,24377,23449,M1
PLAN-00001342,SKU-FLO-010,2023-10-15,22233,22266,M5
PLAN-00001343,SKU-FLO-010,2023-10-22,22578,23683,M1
PLAN-00001344,SKU-FLO-010,2023-10-29,23226,23665,M2
PLAN-00001345,SKU-FLO-010,2023-11-05,22204,21888,M6
PLAN-00001346,SKU-FLO-010,2023-11-12,24123,20345,M2
PLAN-00001347,SKU-FLO-010,2023-11-19,24146,24441,M3
PLAN-00001348,SKU-FLO-010,2023-11-26,24257,20802,M3
PLAN-00001349,SKU-FLO-010,2023-12-03,26393,23109,M3
PLAN-00001350,SKU-FLO-010,2023-12-10,22842,24491,M4
PLAN-00001351,SKU-FLO-010,2023-12-17,23746,23284,M6
PLAN-00001352,SKU-FLO-010,2023-12-24,21793,22956,M4
PLAN-00001353,SKU-FLO-010,2023-12-31,22498,24102,M5
PLAN-00001354,SKU-FLO-010,2024-01-07,25942,26019,M4
PLAN-00001355,SKU-FLO-010,2024-01-14,21667,21295,M4
PLAN-00001356,SKU-FLO-010,2024-01-21,25120,25749,M5
PLAN-00001357,SKU-FLO-010,2024-01-28,25620,25123,M6
PLAN-00001358,SKU-FLO-010,2024-02-04,26157,28230,M2
PLAN-00001359,SKU-FLO-010,2024-02-11,25841,25595,M2
PLAN-00001360,SKU-FLO-010,2024-02-18,26323,29968,M3
PLAN-00001361,SKU-FLO-010,2024-02-25,26146,26627,M5
PLAN-00001362,SKU-FLO-010,2024-03-03,23814,24573,M6
PLAN-00001363,SKU-FLO-010,2024-03-10,30369,32546,M3
PLAN-00001364,SKU-FLO-010,2024-03-17,30082,28589,M3
PLAN-00001365,SKU-FLO-010,2024-03-24,30617,28299,M4
PLAN-00001366,SKU-FLO-010,2024-03-31,31449,33321,M3
PLAN-00001367,SKU-FLO-010,2024-04-07,27689,25993,M3
PLAN-00001368,SKU-FLO-010,2024-04-14,23357,22193,M6
PLAN-00001369,SKU-FLO-010,2024-04-21,24923,25584,M6
PLAN-00001370,SKU-FLO-010,2024-04-28,26041,23949,M4
PLAN-00001371,SKU-FLO-010,2024-05-05,25364,27521,M5
PLAN-00001372,SKU-FLO-010,2024-05-12,22561,19705,M6
PLAN-00001373,SKU-FLO-010,2024-05-19,25477,27007,M5
PLAN-00001374,SKU-FLO-010,2024-05-26,24092,20927,M3
PLAN-00001375,SKU-FLO-010,2024-06-02,25394,24442,M2
PLAN-00001376,SKU-FLO-010,2024-06-09,25270,25032,M3
PLAN-00001377,SKU-FLO-010,2024-06-16,30075,26071,M5
PLAN-00001378,SKU-FLO-010,2024-06-23,28067,30493,M5
PLAN-00001379,SKU-FLO-010,2024-06-30,22553,23106,M2
PLAN-00001380,SKU-FLO-010,2024-07-07,25811,24884,M1
PLAN-00001381,SKU-FLO-010,2024-07-14,25047,24427,M4
PLAN-00001382,SKU-FLO-010,2024-07-21,24930,25245,M5
PLAN-00001383,SKU-FLO-010,2024-07-28,26002,25699,M6
PLAN-00001384,SKU-FLO-010,2024-08-04,22162,22084,M1
PLAN-00001385,SKU-FLO-010,2024-08-11,26738,25675,M5
PLAN-00001386,SKU-FLO-010,2024-08-18,26765,23806,M2
PLAN-00001387,SKU-FLO-010,2024-08-25,25481,25767,M6
PLAN-00001388,SKU-FLO-010,2024-09-01,27418,26052,M2
PLAN-00001389,SKU-FLO-010,2024-09-08,30332,31645,M3
PLAN-00001390,SKU-FLO-010,2024-09-15,26312,26827,M3
PLAN-00001391,SKU-FLO-010,2024-09-22,24897,23602,M2
PLAN-00001392,SKU-FLO-010,2024-09-29,26315,25958,M2
PLAN-00001393,SKU-FLO-010,2024-10-06,24523,24354,M6
PLAN-00001394,SKU-FLO-010,2024-10-13,25243,23702,M1
PLAN-00001395,SKU-FLO-010,2024-10-20,25780,24577,M5
PLAN-00001396,SKU-FLO-010,2024-10-27,26632,25279,M1
PLAN-00001397,SKU-FLO-010,2024-11-03,26810,22046,M4
PLAN-00001398,SKU-FLO-010,2024-11-10,26062,29445,M3
PLAN-00001399,SKU-FLO-010,2024-11-17,24609,26240,M5
PLAN-00001400,SKU-FLO-010,2024-11-24,23476,24625,M5
PLAN-00001401,SKU-FLO-010,2024-12-01,26995,24902,M5
PLAN-00001402,SKU-FLO-010,2024-12-08,25935,22955,M6
PLAN-00001403,SKU-FLO-010,2024-12-15,25087,26788,M2
PLAN-00001404,SKU-FLO-010,2024-12-22,26255,27326,M2
PLAN-00001405,SKU-FLO-010,2024-12-29,23649,24877,M5
PLAN-00001406,SKU-FLO-010,2025-01-05,26688,28143,M3
PLAN-00001407,SKU-FLO-010,2025-01-12,23986,26409,M4
PLAN-00001408,SKU-FLO-010,2025-01-19,25822,27534,M3
PLAN-00001409,SKU-FLO-010,2025-01-26,26747,28453,M2
PLAN-00001410,SKU-FLO-010,2025-02-02,24960,23472,M4
PLAN-00001411,SKU-FLO-010,2025-02-09,25022,26769,M4
PLAN-00001412,SKU-FLO-010,2025-02-16,22561,26096,M4
PLAN-00001413,SKU-FLO-010,2025-02-23,27307,25763,M1
PLAN-00001414,SKU-FLO-010,2025-03-02,32801,27787,M4
PLAN-00001415,SKU-FLO-010,2025-03-09,33592,30358,M4
PLAN-00001416,SKU-FLO-010,2025-03-16,34668,32223,M5
PLAN-00001417,SKU-FLO-010,2025-03-23,29330,31783,M4
PLAN-00001418,SKU-FLO-010,2025-03-30,25753,28085,M6
PLAN-00001419,SKU-FLO-010,2025-04-06,25345,24251,M4
PLAN-00001420,SKU-FLO-010,2025-04-13,25795,24928,M2
PLAN-00001421,SKU-FLO-010,2025-04-20,25407,25648,M2
PLAN-00001422,SKU-FLO-010,2025-04-27,23865,25505,M1
PLAN-00001423,SKU-FLO-010,2025-05-04,27056,28654,M4
PLAN-00001424,SKU-FLO-010,2025-05-11,25793,30634,M4
PLAN-00001425,SKU-FLO-010,2025-05-18,28419,28892,M3
PLAN-00001426,SKU-FLO-010,2025-05-25,27036,26838,M2
PLAN-00001427,SKU-FLO-010,2025-06-01,27560,22031,M6
PLAN-00001428,SKU-FLO-010,2025-06-08,29330,35135,M6
PLAN-00001429,SKU-FLO-010,2025-06-15,28180,27267,M2
PLAN-00001430,SKU-FLO-010,2025-06-22,25132,27614,M6
PLAN-00001431,SKU-FLO-011,2023-01-01,31979,31189,M3
PLAN-00001432,SKU-FLO-011,2023-01-08,33961,35828,M2
PLAN-00001433,SKU-FLO-011,2023-01-15,33396,35898,M3
PLAN-00001434,SKU-FLO-011,2023-01-22,33932,29560,M2
PLAN-00001435,SKU-FLO-011,2023-01-29,35654,39762,M2
PLAN-00001436,SKU-FLO-011,2023-02-05,35572,39469,M4
PLAN-00001437,SKU-FLO-011,2023-02-12,31886,28903,M6
PLAN-00001438,SKU-FLO-011,2023-02-19,35654,37857,M6
PLAN-00001439,SKU-FLO-011,2023-02-26,31866,32206,M6
PLAN-00001440,SKU-FLO-011,2023-03-05,31110,38027,M1
PLAN-00001441,SKU-FLO-011,2023-03-12,33404,37228,M3
PLAN-00001442,SKU-FLO-011,2023-03-19,36830,37044,M4
PLAN-00001443,SKU-FLO-011,2023-03-26,45902,46051,M2
PLAN-00001444,SKU-FLO-011,2023-04-02,42315,36124,M4
PLAN-00001445,SKU-FLO-011,2023-04-09,41107,41576,M1
PLAN-00001446,SKU-FLO-011,2023-04-16,39932,41425,M1
PLAN-00001447,SKU-FLO-011,2023-04-23,32873,33183,M5
PLAN-00001448,SKU-FLO-011,2023-04-30,35426,37845,M6
PLAN-00001449,SKU-FLO-011,2023-05-07,32154,33138,M1
PLAN-00001450,SKU-FLO-011,2023-05-14,32971,32905,M5
PLAN-00001451,SKU-FLO-011,2023-05-21,29059,29620,M6
PLAN-00001452,SKU-FLO-011,2023-05-28,32204,29816,M1
PLAN-00001453,SKU-FLO-011,2023-06-04,32881,37104,M1
PLAN-00001454,SKU-FLO-011,2023-06-11,32110,27023,M3
PLAN-00001455,SKU-FLO-011,2023-06-18,33983,32115,M4
PLAN-00001456,SKU-FLO-011,2023-06-25,36712,39205,M4
PLAN-00001457,SKU-FLO-011,2023-07-02,32180,35181,M6
PLAN-00001458,SKU-FLO-011,2023-07-09,31077,34038,M2
PLAN-00001459,SKU-FLO-011,2023-07-16,33350,35507,M6
PLAN-00001460,SKU-FLO-011,2023-07-23,32645,29846,M3
PLAN-00001461,SKU-FLO-011,2023-07-30,30239,30802,M5
PLAN-00001462,SKU-FLO-011,2023-08-06,35328,33762,M5
PLAN-00001463,SKU-FLO-011,2023-08-13,33764,34260,M3
PLAN-00001464,SKU-FLO-011,2023-08-20,39197,40894,M2
PLAN-00001465,SKU-FLO-011,2023-08-27,37924,41566,M6
PLAN-00001466,SKU-FLO-011,2023-09-03,34891,31784,M4
PLAN-00001467,SKU-FLO-011,2023-09-10,33817,34024,M1
PLAN-00001468,SKU-FLO-011,2023-09-17,32117,33219,M5
PLAN-00001469,SKU-FLO-011,2023-09-24,33486,32533,M6
PLAN-00001470,SKU-FLO-011,2023-10-01,32571,30630,M4
PLAN-00001471,SKU-FLO-011,2023-10-08,37396,38196,M6
PLAN-00001472,SKU-FLO-011,2023-10-15,32713,36340,M4
PLAN-00001473,SKU-FLO-011,2023-10-22,28356,31812,M6
PLAN-00001474,SKU-FLO-011,2023-10-29,33103,32576,M6
PLAN-00001475,SKU-FLO-011,2023-11-05,33199,35785,M3
PLAN-00001476,SKU-FLO-011,2023-11-12,29777,32115,M2
PLAN-00001477,SKU-FLO-011,2023-11-19,34243,34732,M6
PLAN-00001478,SKU-FLO-011,2023-11-26,35548,36307,M3
PLAN-00001479,SKU-FLO-011,2023-12-03,33350,34858,M4
PLAN-00001480,SKU-FLO-011,2023-12-10,32925,28480,M4
PLAN-00001481,SKU-FLO-011,2023-12-17,30422,28125,M3
PLAN-00001482,SKU-FLO-011,2023-12-24,32715,27850,M6
PLAN-00001483,SKU-FLO-011,2023-12-31,34302,33172,M4
PLAN-00001484,SKU-FLO-011,2024-01-07,33389,37085,M4
PLAN-00001485,SKU-FLO-011,2024-01-14,34423,37510,M6
PLAN-00001486,SKU-FLO-011,2024-01-21,33420,44594,M3
PLAN-00001487,SKU-FLO-011,2024-01-28,34053,38412,M6
PLAN-00001488,SKU-FLO-011,2024-02-04,34537,32654,M1
PLAN-00001489,SKU-FLO-011,2024-02-11,32855,33993,M5
PLAN-00001490,SKU-FLO-011,2024-02-18,31170,28651,M3
PLAN-00001491,SKU-FLO-011,2024-02-25,35941,37894,M5
PLAN-00001492,SKU-FLO-011,2024-03-03,36086,40293,M4
PLAN-00001493,SKU-FLO-011,2024-03-10,40319,39383,M3
PLAN-00001494,SKU-FLO-011,2024-03-17,41224,38691,M6
PLAN-00001495,SKU-FLO-011,2024-03-24,44340,44455,M5
PLAN-00001496,SKU-FLO-011,2024-03-31,43350,45027,M6
PLAN-00001497,SKU-FLO-011,2024-04-07,41557,42413,M4
PLAN-00001498,SKU-FLO-011,2024-04-14,31382,28539,M3
PLAN-00001499,SKU-FLO-011,2024-04-21,36140,41110,M4
PLAN-00001500,SKU-FLO-011,2024-04-28,32711,32375,M3
PLAN-00001501,SKU-FLO-011,2024-05-05,31828,38159,M5
PLAN-00001502,SKU-FLO-011,2024-05-12,33965,32162,M1
PLAN-00001503,SKU-FLO-011,2024-05-19,31230,29998,M1
PLAN-00001504,SKU-FLO-011,2024-05-26,30724,33931,M6
PLAN-00001505,SKU-FLO-011,2024-06-02,33794,37295,M2
PLAN-00001506,SKU-FLO-011,2024-06-09,37240,33525,M4
PLAN-00001507,SKU-FLO-011,2024-06-16,34294,32939,M6
PLAN-00001508,SKU-FLO-011,2024-06-23,32779,32029,M3
PLAN-00001509,SKU-FLO-011,2024-06-30,32376,35862,M5
PLAN-00001510,SKU-FLO-011,2024-07-07,36361,35108,M6
PLAN-00001511,SKU-FLO-011,2024-07-14,34408,32911,M4
PLAN-00001512,SKU-FLO-011,2024-07-21,34703,34154,M6
PLAN-00001513,SKU-FLO-011,2024-07-28,36556,34607,M5
PLAN-00001514,SKU-FLO-011,2024-08-04,34509,34472,M3
PLAN-00001515,SKU-FLO-011,2024-08-11,36336,37445,M5
PLAN-00001516,SKU-FLO-011,2024-08-18,39059,38428,M1
PLAN-00001517,SKU-FLO-011,2024-08-25,40042,41718,M1
PLAN-00001518,SKU-FLO-011,2024-09-01,37958,38905,M1
PLAN-00001519,SKU-FLO-011,2024-09-08,33944,40125,M1
PLAN-00001520,SKU-FLO-011,2024-09-15,35481,32797,M6
PLAN-00001521,SKU-FLO-011,2024-09-22,34636,33660,M3
PLAN-00001522,SKU-FLO-011,2024-09-29,36547,31174,M3
PLAN-00001523,SKU-FLO-011,2024-10-06,32105,32043,M5
PLAN-00001524,SKU-FLO-011,2024-10-13,35428,38856,M2
PLAN-00001525,SKU-FLO-011,2024-10-20,37246,38113,M6
PLAN-00001526,SKU-FLO-011,2024-10-27,30818,28797,M2
PLAN-00001527,SKU-FLO-011,2024-11-03,35119,38306,M6
PLAN-00001528,SKU-FLO-011,2024-11-10,33691,34230,M5
PLAN-00001529,SKU-FLO-011,2024-11-17,34083,35415,M3
PLAN-00001530,SKU-FLO-011,2024-11-24,30491,31063,M1
PLAN-00001531,SKU-FLO-011,2024-12-01,33431,29123,M4
PLAN-00001532,SKU-FLO-011,2024-12-08,31905,35184,M2
PLAN-00001533,SKU-FLO-011,2024-12-15,32107,33353,M5
PLAN-00001534,SKU-FLO-011,2024-12-22,32019,34715,M3
PLAN-00001535,SKU-FLO-011,2024-12-29,37006,33884,M2
PLAN-00001536,SKU-FLO-011,2025-01-05,32425,29727,M4
PLAN-00001537,SKU-FLO-011,2025-01-12,35471,38030,M6
PLAN-00001538,SKU-FLO-011,2025-01-19,34995,36980,M1
PLAN-00001539,SKU-FLO-011,2025-01-26,33321,31930,M5
PLAN-00001540,SKU-FLO-011,2025-02-02,37368,37768,M2
PLAN-00001541,SKU-FLO-011,2025-02-09,33386,36157,M4
PLAN-00001542,SKU-FLO-011,2025-02-16,33456,31658,M6
PLAN-00001543,SKU-FLO-011,2025-02-23,35137,38234,M6
PLAN-00001544,SKU-FLO-011,2025-03-02,44306,52122,M1
PLAN-00001545,SKU-FLO-011,2025-03-09,42751,44481,M6
PLAN-00001546,SKU-FLO-011,2025-03-16,46791,39329,M3
PLAN-00001547,SKU-FLO-011,2025-03-23,42040,43586,M4
PLAN-00001548,SKU-FLO-011,2025-03-30,36185,35153,M6
PLAN-00001549,SKU-FLO-011,2025-04-06,36148,34012,M4
PLAN-00001550,SKU-FLO-011,2025-04-13,35688,40828,M1
PLAN-00001551,SKU-FLO-011,2025-04-20,35522,34369,M5
PLAN-00001552,SKU-FLO-011,2025-04-27,32536,34992,M3
PLAN-00001553,SKU-FLO-011,2025-05-04,38078,37574,M1
PLAN-00001554,SKU-FLO-011,2025-05-11,35133,41637,M1
PLAN-00001555,SKU-FLO-011,2025-05-18,32733,35259,M5
PLAN-00001556,SKU-FLO-011,2025-05-25,38612,31620,M1
PLAN-00001557,SKU-FLO-011,2025-06-01,40128,33674,M1
PLAN-00001558,SKU-FLO-011,2025-06-08,36448,36757,M3
PLAN-00001559,SKU-FLO-011,2025-06-15,35292,36230,M3
PLAN-00001560,SKU-FLO-011,2025-06-22,32278,32353,M2
PLAN-00001561,SKU-WHO-012,2023-01-01,23382,23618,M1
PLAN-00001562,SKU-WHO-012,2023-01-08,20340,21765,M6
PLAN-00001563,SKU-WHO-012,2023-01-15,22343,22558,M2
PLAN-00001564,SKU-WHO-012,2023-01-22,23677,21386,M6
PLAN-00001565,SKU-WHO-012,2023-01-29,20846,21126,M4
PLAN-00001566,SKU-WHO-012,2023-02-05,23523,25047,M6
PLAN-00001567,SKU-WHO-012,2023-02-12,25029,21725,M5
PLAN-00001568,SKU-WHO-012,2023-02-19,23344,23518,M6
PLAN-00001569,SKU-WHO-012,2023-02-26,22018,22238,M6
PLAN-00001570,SKU-WHO-012,2023-03-05,20834,19954,M6
PLAN-00001571,SKU-WHO-012,2023-03-12,24120,24832,M1
PLAN-00001572,SKU-WHO-012,2023-03-19,26400,24703,M2
PLAN-00001573,SKU-WHO-012,2023-03-26,29401,29402,M4
PLAN-00001574,SKU-WHO-012,2023-04-02,30080,31620,M6
PLAN-00001575,SKU-WHO-012,2023-04-09,30654,27752,M1
PLAN-00001576,SKU-WHO-012,2023-04-16,25667,30099,M2
PLAN-00001577,SKU-WHO-012,2023-04-23,21136,22797,M4
PLAN-00001578,SKU-WHO-012,2023-04-30,22526,21735,M1
PLAN-00001579,SKU-WHO-012,2023-05-07,21779,22260,M3
PLAN-00001580,SKU-WHO-012,2023-05-14,20332,19771,M3
PLAN-00001581,SKU-WHO-012,2023-05-21,25156,26325,M3
PLAN-00001582,SKU-WHO-012,2023-05-28,22181,22737,M4
PLAN-00001583,SKU-WHO-012,2023-06-04,24935,25662,M2
PLAN-00001584,SKU-WHO-012,2023-06-11,23480,21642,M3
PLAN-00001585,SKU-WHO-012,2023-06-18,22495,24718,M4
PLAN-00001586,SKU-WHO-012,2023-06-25,28621,27970,M4
PLAN-00001587,SKU-WHO-012,2023-07-02,23488,21951,M2
PLAN-00001588,SKU-WHO-012,2023-07-09,21670,21625,M2
PLAN-00001589,SKU-WHO-012,2023-07-16,22454,20221,M6
PLAN-00001590,SKU-WHO-012,2023-07-23,21620,20579,M5
PLAN-00001591,SKU-WHO-012,2023-07-30,26165,26151,M3
PLAN-00001592,SKU-WHO-012,2023-08-06,23617,23644,M4
PLAN-00001593,SKU-WHO-012,2023-08-13,23161,25615,M1
PLAN-00001594,SKU-WHO-012,2023-08-20,23356,21198,M4
PLAN-00001595,SKU-WHO-012,2023-08-27,25830,25377,M6
PLAN-00001596,SKU-WHO-012,2023-09-03,26328,22134,M3
PLAN-00001597,SKU-WHO-012,2023-09-10,25381,22286,M2
PLAN-00001598,SKU-WHO-012,2023-09-17,23149,24722,M6
PLAN-00001599,SKU-WHO-012,2023-09-24,22991,27361,M4
PLAN-00001600,SKU-WHO-012,2023-10-01,23032,21931,M5
PLAN-00001601,SKU-WHO-012,2023-10-08,22197,22794,M2
PLAN-00001602,SKU-WHO-012,2023-10-15,24998,22295,M6
PLAN-00001603,SKU-WHO-012,2023-10-22,24554,28433,M2
PLAN-00001604,SKU-WHO-012,2023-10-29,23424,26058,M1
PLAN-00001605,SKU-WHO-012,2023-11-05,23421,24540,M5
PLAN-00001606,SKU-WHO-012,2023-11-12,23932,20851,M1
PLAN-00001607,SKU-WHO-012,2023-11-19,23946,26082,M6
PLAN-00001608,SKU-WHO-012,2023-11-26,24665,24906,M2
PLAN-00001609,SKU-WHO-012,2023-12-03,23419,23185,M1
PLAN-00001610,SKU-WHO-012,2023-12-10,23095,22300,M1
PLAN-00001611,SKU-WHO-012,2023-12-17,21534,21194,M6
PLAN-00001612,SKU-WHO-012,2023-12-24,24567,23107,M5
PLAN-00001613,SKU-WHO-012,2023-12-31,24088,22015,M1
PLAN-00001614,SKU-WHO-012,2024-01-07,25486,27403,M6
PLAN-00001615,SKU-WHO-012,2024-01-14,22820,18845,M2
PLAN-00001616,SKU-WHO-012,2024-01-21,23294,21449,M1
PLAN-00001617,SKU-WHO-012,2024-01-28,23561,23039,M3
PLAN-00001618,SKU-WHO-012,2024-02-04,24550,22605,M5
PLAN-00001619,SKU-WHO-012,2024-02-11,24348,25994,M1
PLAN-00001620,SKU-WHO-012,2024-02-18,23228,27458,M6
PLAN-00001621,SKU-WHO-012,2024-02-25,22229,21032,M6
PLAN-00001622,SKU-WHO-012,2024-03-03,22636,22577,M6
PLAN-00001623,SKU-WHO-012,2024-03-10,31507,34642,M3
PLAN-00001624,SKU-WHO-012,2024-03-17,30372,30244,M3
PLAN-00001625,SKU-WHO-012,2024-03-24,28852,26389,M6
PLAN-00001626,SKU-WHO-012,2024-03-31,28406,32788,M4
PLAN-00001627,SKU-WHO-012,2024-04-07,31069,33914,M3
PLAN-00001628,SKU-WHO-012,2024-04-14,22237,24119,M3
PLAN-00001629,SKU-WHO-012,2024-04-21,25400,26968,M4
PLAN-00001630,SKU-WHO-012,2024-04-28,23752,25632,M6
PLAN-00001631,SKU-WHO-012,2024-05-05,24722,26561,M1
PLAN-00001632,SKU-WHO-012,2024-05-12,22700,23475,M3
PLAN-00001633,SKU-WHO-012,2024-05-19,20681,21051,M4
PLAN-00001634,SKU-WHO-012,2024-05-26,20891,19996,M4
PLAN-00001635,SKU-WHO-012,2024-06-02,26539,24691,M1
PLAN-00001636,SKU-WHO-012,2024-06-09,27891,25962,M6
PLAN-00001637,SKU-WHO-012,2024-06-16,23279,26124,M6
PLAN-00001638,SKU-WHO-012,2024-06-23,24204,24690,M4
PLAN-00001639,SKU-WHO-012,2024-06-30,22930,21899,M6
PLAN-00001640,SKU-WHO-012,2024-07-07,25205,23722,M3
PLAN-00001641,SKU-WHO-012,2024-07-14,24523,23619,M6
PLAN-00001642,SKU-WHO-012,2024-07-21,24248,24073,M3
PLAN-00001643,SKU-WHO-012,2024-07-28,26082,27289,M6
PLAN-00001644,SKU-WHO-012,2024-08-04,25400,25173,M1
PLAN-00001645,SKU-WHO-012,2024-08-11,22664,24807,M4
PLAN-00001646,SKU-WHO-012,2024-08-18,27193,29815,M5
PLAN-00001647,SKU-WHO-012,2024-08-25,25577,23255,M4
PLAN-00001648,SKU-WHO-012,2024-09-01,28897,31190,M2
PLAN-00001649,SKU-WHO-012,2024-09-08,27233,27967,M2
PLAN-00001650,SKU-WHO-012,2024-09-15,23871,23578,M5
PLAN-00001651,SKU-WHO-012,2024-09-22,24321,23005,M4
PLAN-00001652,SKU-WHO-012,2024-09-29,24955,22614,M1
PLAN-00001653,SKU-WHO-012,2024-10-06,21644,19943,M1
PLAN-00001654,SKU-WHO-012,2024-10-13,22999,22148,M1
PLAN-00001655,SKU-WHO-012,2024-10-20,23667,24539,M3
PLAN-00001656,SKU-WHO-012,2024-10-27,22878,23787,M3
PLAN-00001657,SKU-WHO-012,2024-11-03,25964,24532,M3
PLAN-00001658,SKU-WHO-012,2024-11-10,24180,22907,M6
PLAN-00001659,SKU-WHO-012,2024-11-17,26817,27657,M2
PLAN-00001660,SKU-WHO-012,2024-11-24,24418,22406,M6
PLAN-00001661,SKU-WHO-012,2024-12-01,22103,22370,M4
PLAN-00001662,SKU-WHO-012,2024-12-08,25055,23070,M6
PLAN-00001663,SKU-WHO-012,2024-12-15,24697,25736,M1
PLAN-00001664,SKU-WHO-012,2024-12-22,23826,25346,M5
PLAN-00001665,SKU-WHO-012,2024-12-29,25919,28557,M2
PLAN-00001666,SKU-WHO-012,2025-01-05,22982,24602,M4
PLAN-00001667,SKU-WHO-012,2025-01-12,22549,24200,M4
PLAN-00001668,SKU-WHO-012,2025-01-19,23523,23081,M5
PLAN-00001669,SKU-WHO-012,2025-01-26,26491,28116,M6
PLAN-00001670,SKU-WHO-012,2025-02-02,23388,24705,M6
PLAN-00001671,SKU-WHO-012,2025-02-09,25168,25232,M6
PLAN-00001672,SKU-WHO-012,2025-02-16,25682,24188,M5
PLAN-00001673,SKU-WHO-012,2025-02-23,25998,25502,M6
PLAN-00001674,SKU-WHO-012,2025-03-02,32057,31759,M5
PLAN-00001675,SKU-WHO-012,2025-03-09,31321,30629,M2
PLAN-00001676,SKU-WHO-012,2025-03-16,30896,28091,M6
PLAN-00001677,SKU-WHO-012,2025-03-23,32171,34923,M4
PLAN-00001678,SKU-WHO-012,2025-03-30,24642,28214,M2
PLAN-00001679,SKU-WHO-012,2025-04-06,22541,24057,M6
PLAN-00001680,SKU-WHO-012,2025-04-13,21418,24421,M2
PLAN-00001681,SKU-WHO-012,2025-04-20,25952,22253,M2
PLAN-00001682,SKU-WHO-012,2025-04-27,23547,23247,M3
PLAN-00001683,SKU-WHO-012,2025-05-04,24802,26503,M6
PLAN-00001684,SKU-WHO-012,2025-05-11,22052,20085,M3
PLAN-00001685,SKU-WHO-012,2025-05-18,25528,27183,M5
PLAN-00001686,SKU-WHO-012,2025-05-25,25435,26020,M4
PLAN-00001687,SKU-WHO-012,2025-06-01,26817,27466,M1
PLAN-00001688,SKU-WHO-012,2025-06-08,25777,27434,M4
PLAN-00001689,SKU-WHO-012,2025-06-15,25130,27540,M1
PLAN-00001690,SKU-WHO-012,2025-06-22,24304,24265,M1
PLAN-00001691,SKU-SEM-013,2023-01-01,31599,28156,M5
PLAN-00001692,SKU-SEM-013,2023-01-08,32983,32451,M1
PLAN-00001693,SKU-SEM-013,2023-01-15,28300,31490,M2
PLAN-00001694,SKU-SEM-013,2023-01-22,32393,30691,M5
PLAN-00001695,SKU-SEM-013,2023-01-29,32285,34005,M6
PLAN-00001696,SKU-SEM-013,2023-02-05,30303,26797,M5
PLAN-00001697,SKU-SEM-013,2023-02-12,33617,33836,M4
PLAN-00001698,SKU-SEM-013,2023-02-19,32805,34746,M6
PLAN-00001699,SKU-SEM-013,2023-02-26,30520,29543,M2
PLAN-00001700,SKU-SEM-013,2023-03-05,30739,29966,M2
PLAN-00001701,SKU-SEM-013,2023-03-12,30923,28919,M3
PLAN-00001702,SKU-SEM-013,2023-03-19,40313,42029,M6
PLAN-00001703,SKU-SEM-013,2023-03-26,37933,42657,M1
PLAN-00001704,SKU-SEM-013,2023-04-02,41707,43289,M4
PLAN-00001705,SKU-SEM-013,2023-04-09,45431,44802,M2
PLAN-00001706,SKU-SEM-013,2023-04-16,43161,34184,M4
PLAN-00001707,SKU-SEM-013,2023-04-23,33812,31445,M5
PLAN-00001708,SKU-SEM-013,2023-04-30,31321,30550,M3
PLAN-00001709,SKU-SEM-013,2023-05-07,30890,32064,M1
PLAN-00001710,SKU-SEM-013,2023-05-14,32702,30286,M2
PLAN-00001711,SKU-SEM-013,2023-05-21,32887,36225,M2
PLAN-00001712,SKU-SEM-013,2023-05-28,33354,32740,M6
PLAN-00001713,SKU-SEM-013,2023-06-04,34309,36052,M3
PLAN-00001714,SKU-SEM-013,2023-06-11,32509,36515,M2
PLAN-00001715,SKU-SEM-013,2023-06-18,32352,32381,M1
PLAN-00001716,SKU-SEM-013,2023-06-25,35287,31149,M3
PLAN-00001717,SKU-SEM-013,2023-07-02,33956,37508,M3
PLAN-00001718,SKU-SEM-013,2023-07-09,31695,27755,M2
PLAN-00001719,SKU-SEM-013,2023-07-16,32012,28732,M6
PLAN-00001720,SKU-SEM-013,2023-07-23,28918,29683,M6
PLAN-00001721,SKU-SEM-013,2023-07-30,33478,36929,M4
PLAN-00001722,SKU-SEM-013,2023-08-06,29120,24898,M3
PLAN-00001723,SKU-SEM-013,2023-08-13,31649,33795,M5
PLAN-00001724,SKU-SEM-013,2023-08-20,35574,29690,M2
